Topic_id Q0 Docno Rank Similarity Run_id
1 Q0 AP881027-0174 173 0.09472284688345692 0
1 Q0 AP880617-0235 174 0.09433832493349724 0
1 Q0 AP880915-0165 175 0.09408154183659531 0
1 Q0 AP880915-0159 176 0.09406393727495044 0
1 Q0 AP881101-0053 177 0.09405764831307707 0
1 Q0 AP881101-0136 178 0.09403050279706017 0
1 Q0 AP880926-0018 179 0.0938987512072941 0
1 Q0 AP880516-0128 180 0.09380819305118163 0
1 Q0 AP880604-0197 181 0.09376289116634676 0
1 Q0 AP880721-0145 182 0.0936107891729442 0
1 Q0 AP880713-0089 183 0.09350740529302798 0
1 Q0 AP881228-0062 184 0.09329253592575759 0
1 Q0 AP880308-0125 185 0.09275719019585815 0
1 Q0 AP880317-0002 186 0.09270608200495976 0
1 Q0 AP880907-0064 187 0.09268610687609803 0
1 Q0 AP881224-0119 188 0.09267560989391788 0
1 Q0 AP880801-0094 189 0.09265330266999823 0
1 Q0 AP880826-0180 190 0.09263845802818256 0
1 Q0 AP880605-0001 191 0.09254169929703727 0
1 Q0 AP880324-0049 192 0.0923625551605976 0
1 Q0 AP880505-0168 193 0.09235449106560152 0
1 Q0 AP881108-0181 194 0.09218999940421842 0
1 Q0 AP881018-0217 195 0.09213511483617111 0
1 Q0 AP881228-0194 196 0.09208489121687043 0
1 Q0 AP880417-0010 197 0.0919686353263382 0
1 Q0 AP880405-0216 198 0.09176110557274259 0
1 Q0 AP880503-0096 199 0.09144642281232282 0
1 Q0 AP880316-0048 200 0.09131284684666015 0
1 Q0 AP880810-0271 201 0.091301269490612 0
1 Q0 AP881214-0045 202 0.09111135986464917 0
1 Q0 AP881209-0165 203 0.09108883898176832 0
1 Q0 AP881010-0191 204 0.09089341030996156 0
1 Q0 AP881120-0025 205 0.09039114670371257 0
1 Q0 AP881123-0086 206 0.0903861681695531 0
1 Q0 AP881104-0076 207 0.09028344996338028 0
1 Q0 AP880712-0112 208 0.09024577003178966 0
1 Q0 AP880801-0007 209 0.08996862274994787 0
1 Q0 AP880914-0017 210 0.0899380883486613 0
1 Q0 AP880809-0005 211 0.08993044772255086 0
1 Q0 AP880718-0160 212 0.08992380777062102 0
1 Q0 AP880725-0156 213 0.08989937895884946 0
1 Q0 AP880711-0124 214 0.08989926716943429 0
1 Q0 AP880816-0006 215 0.08989031961915371 0
1 Q0 AP880705-0177 216 0.08988589848513752 0
1 Q0 AP880627-0172 217 0.08986622226200584 0
1 Q0 AP881121-0007 218 0.08981004670933869 0
1 Q0 AP881116-0146 219 0.08980189193514661 0
1 Q0 AP880623-0090 220 0.08962600075334909 0
1 Q0 AP881122-0126 221 0.08937975960108097 0
1 Q0 AP880815-0033 222 0.08931180063912518 0
1 Q0 AP880325-0197 223 0.08867568640675406 0
1 Q0 AP880815-0144 224 0.08856023275712163 0
1 Q0 AP880627-0085 225 0.08845320198176224 0
1 Q0 AP881221-0092 226 0.0876588889326012 0
1 Q0 AP880320-0059 227 0.08729917378010182 0
1 Q0 AP881121-0105 228 0.08718384195432 0
1 Q0 AP881224-0046 229 0.08697572104976527 0
1 Q0 AP881123-0150 230 0.08635389692674748 0
1 Q0 AP880427-0114 231 0.08581264651881496 0
1 Q0 AP880315-0054 232 0.08567807025287487 0
1 Q0 AP881212-0157 233 0.08558568688795791 0
1 Q0 AP880628-0013 234 0.08550190638401366 0
1 Q0 AP880518-0164 235 0.08539907348124091 0
1 Q0 AP880810-0141 236 0.08535380975946584 0
1 Q0 AP880723-0005 237 0.08534406385567397 0
1 Q0 AP880226-0196 238 0.08508535762654987 0
1 Q0 AP880802-0131 239 0.08504351025459735 0
1 Q0 AP880422-0215 240 0.08488526236079044 0
1 Q0 AP880213-0153 241 0.08478212870034595 0
1 Q0 AP880712-0122 242 0.0847602931278163 0
1 Q0 AP880303-0253 243 0.08472423576062973 0
1 Q0 AP881209-0020 244 0.08466248502534751 0
1 Q0 AP880427-0038 245 0.08450824471968774 0
1 Q0 AP881224-0130 246 0.08410151056346296 0
1 Q0 AP880312-0144 247 0.08407148019938233 0
1 Q0 AP880906-0044 248 0.08405169877015262 0
1 Q0 AP880213-0002 249 0.08385447666543218 0
1 Q0 AP881212-0107 250 0.08368111407489852 0
1 Q0 AP881230-0150 251 0.08338435697451357 0
1 Q0 AP880606-0073 252 0.08335163404748232 0
1 Q0 AP881202-0085 253 0.08334658390315518 0
1 Q0 AP880719-0142 254 0.08328553693999327 0
1 Q0 AP881220-0028 255 0.08316949831875983 0
1 Q0 AP881103-0033 256 0.08315092663336951 0
1 Q0 AP880815-0075 257 0.08296363898527703 0
1 Q0 AP880714-0064 258 0.08278078010462621 0
1 Q0 AP881228-0129 259 0.08272944749023847 0
1 Q0 AP880405-0175 260 0.08272602317740271 0
1 Q0 AP880324-0298 261 0.08249585469563799 0
1 Q0 AP880706-0189 262 0.08235734890028551 0
1 Q0 AP880525-0245 263 0.08234156806960195 0
1 Q0 AP880712-0093 264 0.08233499195673909 0
1 Q0 AP881130-0189 265 0.0822507696217507 0
1 Q0 AP880623-0243 266 0.08216472642081163 0
1 Q0 AP881227-0022 267 0.08216393441160799 0
1 Q0 AP880217-0238 268 0.08193274139224685 0
1 Q0 AP881222-0128 269 0.08188857286222875 0
1 Q0 AP880429-0158 270 0.08175881502586484 0
1 Q0 AP880620-0081 271 0.08168968757821954 0
1 Q0 AP880824-0031 272 0.08154869039950377 0
1 Q0 AP880724-0088 273 0.08145674240098959 0
1 Q0 AP880830-0119 274 0.08145564949858634 0
1 Q0 AP880916-0095 275 0.08140337828867122 0
1 Q0 AP881026-0160 276 0.08109820518281041 0
1 Q0 AP880827-0140 277 0.08102684737356633 0
1 Q0 AP880826-0236 278 0.08098442395779826 0
1 Q0 AP880604-0026 279 0.08096805334504609 0
1 Q0 AP880618-0004 280 0.08058845532209381 0
1 Q0 AP881122-0054 281 0.08045262334731565 0
1 Q0 AP880626-0079 282 0.08042706012174512 0
1 Q0 AP881221-0157 283 0.08028780997768198 0
1 Q0 AP881117-0082 284 0.08016931850212207 0
1 Q0 AP880811-0078 285 0.08007990282372857 0
1 Q0 AP881105-0112 286 0.0800618705229388 0
1 Q0 AP880223-0177 287 0.08005997061894035 0
1 Q0 AP880829-0223 288 0.07998199452325118 0
1 Q0 AP880723-0195 289 0.07990453362877202 0
1 Q0 AP880415-0232 290 0.07978211367528548 0
1 Q0 AP881212-0015 291 0.07973436549464934 0
1 Q0 AP880509-0152 292 0.07969648600128307 0
1 Q0 AP881003-0007 293 0.07962477173113112 0
1 Q0 AP880627-0111 294 0.07935318749124942 0
1 Q0 AP881129-0116 295 0.07935116830030654 0
1 Q0 AP880711-0093 296 0.07930725189151645 0
1 Q0 AP880722-0117 297 0.07918062149422181 0
1 Q0 AP880609-0138 298 0.07917421669488564 0
1 Q0 AP880607-0193 299 0.07910309991645269 0
1 Q0 AP880501-0016 300 0.07893040154265459 0
1 Q0 AP881213-0162 301 0.07892413355420394 0
1 Q0 AP881214-0098 302 0.07885940710151297 0
1 Q0 AP881028-0274 303 0.07873559041127622 0
1 Q0 AP880702-0081 304 0.07861986181531107 0
1 Q0 AP880325-0173 305 0.07841963485135432 0
1 Q0 AP880614-0028 306 0.07812834521217789 0
1 Q0 AP880322-0030 307 0.07807527523756286 0
1 Q0 AP880520-0204 308 0.0778047001231941 0
1 Q0 AP881216-0222 309 0.07777078463302257 0
1 Q0 AP880628-0190 310 0.0774738901189769 0
1 Q0 AP880629-0002 311 0.07741655924568479 0
1 Q0 AP880613-0201 312 0.0773323450458249 0
1 Q0 AP881021-0136 313 0.07732432237136369 0
1 Q0 AP880505-0259 314 0.0772983333345328 0
1 Q0 AP880401-0210 315 0.07720227369571575 0
1 Q0 AP880901-0150 316 0.07711655712248094 0
1 Q0 AP880713-0074 317 0.07709957910583796 0
1 Q0 AP880420-0079 318 0.07705284557809988 0
1 Q0 AP880418-0085 319 0.07693101247775176 0
1 Q0 AP880623-0241 320 0.07682933489179301 0
1 Q0 AP880911-0047 321 0.0767587296586833 0
1 Q0 AP880728-0138 322 0.07662888277507718 0
1 Q0 AP880823-0257 323 0.07661914229308069 0
1 Q0 AP880810-0231 324 0.07652720319282542 0
1 Q0 AP880718-0174 325 0.07636141819135979 0
1 Q0 AP881221-0094 326 0.07625520538934548 0
1 Q0 AP881117-0017 327 0.07580335327256774 0
1 Q0 AP880726-0170 328 0.07561599602535209 0
1 Q0 AP880619-0073 329 0.07549246601141538 0
1 Q0 AP880619-0067 330 0.07540892060046564 0
1 Q0 AP880824-0048 331 0.07532854651451214 0
1 Q0 AP880928-0245 332 0.07519120163331994 0
1 Q0 AP880702-0150 333 0.07494933034740874 0
1 Q0 AP880312-0198 334 0.0749471659538133 0
1 Q0 AP880701-0015 335 0.07486180936418804 0
1 Q0 AP880829-0088 336 0.0747414269762358 0
1 Q0 AP880708-0235 337 0.07472024088372278 0
1 Q0 AP880730-0095 338 0.07471211101804713 0
1 Q0 AP880407-0251 339 0.07462747765708103 0
1 Q0 AP880321-0288 340 0.07459527234505364 0
1 Q0 AP880712-0240 341 0.07449785718275839 0
1 Q0 AP881011-0163 342 0.07449606027421364 0
1 Q0 AP880616-0211 343 0.07439849783201768 0
1 Q0 AP880311-0193 344 0.07432031927922844 0
1 Q0 AP880625-0206 345 0.07414787698940833 0
1 Q0 AP880514-0044 346 0.0737473970754475 0
1 Q0 AP880506-0164 347 0.07364712415467492 0
1 Q0 AP880404-0132 348 0.07361304632462752 0
1 Q0 AP880517-0103 349 0.07361112485813114 0
1 Q0 AP880528-0162 350 0.07354071328282301 0
1 Q0 AP880817-0265 351 0.07350066047809084 0
1 Q0 AP881226-0124 352 0.07348011376645135 0
1 Q0 AP880404-0044 353 0.07339016887907533 0
1 Q0 AP880825-0171 354 0.07307056600188645 0
1 Q0 AP880405-0160 355 0.07281696304240914 0
1 Q0 AP880312-0050 356 0.07268756444800609 0
1 Q0 AP880227-0019 357 0.07264012530927398 0
1 Q0 AP880427-0249 358 0.07237257055835011 0
1 Q0 AP880517-0071 359 0.07236616523396941 0
1 Q0 AP880803-0107 360 0.07224852239731759 0
1 Q0 AP880504-0179 361 0.07219145250804816 0
1 Q0 AP880416-0165 362 0.07204841750968309 0
1 Q0 AP880627-0003 363 0.07199638052999 0
1 Q0 AP880814-0032 364 0.07199353530911702 0
1 Q0 AP880619-0079 365 0.071962501396309 0
1 Q0 AP880713-0236 366 0.0717569093260172 0
1 Q0 AP880219-0256 367 0.07175547815700455 0
1 Q0 AP880308-0098 368 0.07155793458114804 0
1 Q0 AP880321-0138 369 0.07147927852806864 0
1 Q0 AP880708-0042 370 0.07147208241236794 0
1 Q0 AP880515-0062 371 0.07144866600897531 0
1 Q0 AP880429-0054 372 0.07133391281175959 0
1 Q0 AP880310-0144 373 0.07121401066657591 0
1 Q0 AP880716-0011 374 0.07119184497005271 0
1 Q0 AP880602-0273 375 0.07112014121225681 0
1 Q0 AP880623-0194 376 0.07110035322169307 0
1 Q0 AP880531-0262 377 0.07105930673098983 0
1 Q0 AP881024-0097 378 0.07103194699114909 0
1 Q0 AP880215-0135 379 0.07100233467852402 0
1 Q0 AP880813-0039 380 0.07092034541505723 0
1 Q0 AP880731-0010 381 0.07090511230935025 0
1 Q0 AP880720-0253 382 0.07072403151528026 0
1 Q0 AP880406-0188 383 0.07067899995245282 0
1 Q0 AP880827-0135 384 0.07054663691724784 0
1 Q0 AP880725-0001 385 0.07047166028224537 0
1 Q0 AP880823-0112 386 0.07044978996311559 0
1 Q0 AP881025-0229 387 0.07027049735145091 0
1 Q0 AP880727-0159 388 0.0702478888881324 0
1 Q0 AP880309-0111 389 0.07007725765841587 0
1 Q0 AP880617-0124 390 0.07004545339066445 0
1 Q0 AP880331-0257 391 0.06979889955761862 0
1 Q0 AP880514-0047 392 0.0694887184424691 0
1 Q0 AP880514-0021 393 0.06934938484774703 0
1 Q0 AP881019-0126 394 0.06932857190589424 0
1 Q0 AP880721-0155 395 0.06927586768234377 0
1 Q0 AP880301-0029 396 0.06927335738342709 0
1 Q0 AP880322-0213 397 0.06914022604535375 0
1 Q0 AP880320-0068 398 0.06903553155269868 0
1 Q0 AP880415-0197 399 0.06902764726593993 0
1 Q0 AP880613-0212 400 0.0688462554876328 0
1 Q0 AP880520-0202 401 0.06879853843766878 0
1 Q0 AP880223-0092 402 0.06875643404274981 0
1 Q0 AP880326-0023 403 0.06861056288514324 0
1 Q0 AP880220-0058 404 0.06852072900257897 0
1 Q0 AP881023-0055 405 0.06845803905862496 0
1 Q0 AP880725-0059 406 0.06839257077836786 0
1 Q0 AP880720-0219 407 0.068341009833592 0
1 Q0 AP880524-0066 408 0.06833402322684363 0
1 Q0 AP880428-0139 409 0.06827319705293591 0
1 Q0 AP880312-0057 410 0.0682657343312938 0
1 Q0 AP880422-0089 411 0.06824632440626568 0
1 Q0 AP881128-0069 412 0.06822725591739612 0
1 Q0 AP880516-0111 413 0.06819304497649369 0
1 Q0 AP881201-0153 414 0.06817217470224456 0
1 Q0 AP880913-0120 415 0.06811801627080266 0
1 Q0 AP880601-0014 416 0.06807332521819337 0
1 Q0 AP880319-0030 417 0.06804930901974592 0
1 Q0 AP880218-0105 418 0.06799029372763704 0
1 Q0 AP880225-0031 419 0.06796759200781513 0
1 Q0 AP881004-0248 420 0.06770846833228689 0
1 Q0 AP880720-0197 421 0.06761621900479016 0
1 Q0 AP880906-0066 422 0.06753488770906071 0
1 Q0 AP880623-0021 423 0.06749969444593928 0
1 Q0 AP881027-0094 424 0.0674648962663544 0
1 Q0 AP881110-0223 425 0.06745391150308656 0
1 Q0 AP880606-0002 426 0.06738985691095048 0
1 Q0 AP881027-0158 427 0.06738756722616308 0
1 Q0 AP880504-0065 428 0.06735388037330105 0
1 Q0 AP880629-0243 429 0.06721159537135908 0
1 Q0 AP880722-0185 430 0.06712832268702139 0
1 Q0 AP881203-0011 431 0.0670430645839355 0
1 Q0 AP881108-0190 432 0.0669052690437443 0
1 Q0 AP880628-0188 433 0.06690366833870795 0
1 Q0 AP880815-0079 434 0.06689104557463015 0
1 Q0 AP880401-0223 435 0.06684381295453452 0
1 Q0 AP880919-0112 436 0.06643004366333122 0
1 Q0 AP880827-0097 437 0.06640337971653408 0
1 Q0 AP880725-0222 438 0.06632969992479225 0
1 Q0 AP880426-0217 439 0.06625597405295616 0
1 Q0 AP880815-0104 440 0.06620241746976774 0
1 Q0 AP881103-0112 441 0.06614654046742478 0
1 Q0 AP880712-0136 442 0.06605439105626791 0
1 Q0 AP880224-0134 443 0.0660111941921508 0
1 Q0 AP881223-0014 444 0.06600942946518366 0
1 Q0 AP880817-0119 445 0.06595731794106782 0
1 Q0 AP880606-0096 446 0.06594029103086184 0
1 Q0 AP880516-0081 447 0.06592110166733137 0
1 Q0 AP881017-0041 448 0.0659041996156048 0
1 Q0 AP880703-0070 449 0.06587817312908194 0
1 Q0 AP880404-0017 450 0.06585335759829207 0
1 Q0 AP880722-0166 451 0.06584908000034166 0
1 Q0 AP880504-0037 452 0.06582772578459542 0
1 Q0 AP880729-0031 453 0.06582336645857462 0
1 Q0 AP881016-0057 454 0.06581618823590063 0
1 Q0 AP880219-0133 455 0.06579302869169115 0
1 Q0 AP880610-0076 456 0.06579256097019152 0
1 Q0 AP880618-0043 457 0.06576177424447106 0
1 Q0 AP880623-0022 458 0.06569621135752134 0
1 Q0 AP880403-0094 459 0.06559610261548957 0
1 Q0 AP880825-0119 460 0.06555088261219345 0
1 Q0 AP880314-0204 461 0.06551856173206094 0
1 Q0 AP880427-0094 462 0.06551670894347707 0
1 Q0 AP881206-0190 463 0.06542050443008306 0
1 Q0 AP880729-0083 464 0.06541199361737629 0
1 Q0 AP880520-0062 465 0.0653943772043428 0
1 Q0 AP881031-0147 466 0.0653264195454085 0
1 Q0 AP881205-0097 467 0.06527996978492182 0
1 Q0 AP881122-0179 468 0.06526817420901414 0
1 Q0 AP881012-0138 469 0.0652231458487013 0
1 Q0 AP880213-0102 470 0.06521826619800887 0
1 Q0 AP881103-0103 471 0.06514948974687425 0
1 Q0 AP880617-0170 472 0.0651169129407529 0
1 Q0 AP880425-0088 473 0.06510819591293505 0
1 Q0 AP880302-0193 474 0.06509282916203156 0
1 Q0 AP880626-0032 475 0.06505799789064687 0
1 Q0 AP880316-0211 476 0.06497843387960732 0
1 Q0 AP880609-0122 477 0.06495138392754758 0
1 Q0 AP880419-0181 478 0.06490946634304082 0
1 Q0 AP880802-0179 479 0.06489988628230862 0
1 Q0 AP880520-0112 480 0.06473985076143272 0
1 Q0 AP880706-0139 481 0.06473921652974017 0
1 Q0 AP880603-0241 482 0.06472075050374605 0
1 Q0 AP880419-0153 483 0.06446764376296045 0
1 Q0 AP880822-0046 484 0.06437461947984349 0
1 Q0 AP881027-0199 485 0.06436949149314551 0
1 Q0 AP881016-0049 486 0.06436808510109593 0
1 Q0 AP880420-0071 487 0.06433549725516999 0
1 Q0 AP880620-0154 488 0.0642657478882106 0
1 Q0 AP880303-0286 489 0.06423362076237858 0
1 Q0 AP880829-0240 490 0.06420945759732082 0
1 Q0 AP880429-0130 491 0.06412606801912649 0
1 Q0 AP880720-0114 492 0.0640599392126619 0
1 Q0 AP880718-0042 493 0.06402968609679967 0
1 Q0 AP880806-0038 494 0.06389801171708592 0
1 Q0 AP880607-0175 495 0.06389498023081361 0
1 Q0 AP880403-0005 496 0.06383620168572533 0
1 Q0 AP881009-0045 497 0.0637772662356625 0
1 Q0 AP880427-0178 498 0.06365841188850052 0
1 Q0 AP881229-0133 499 0.06356991350632397 0
1 Q0 AP881129-0191 500 0.0634533494815623 0
1 Q0 AP880701-0207 501 0.06340084000399489 0
1 Q0 AP881109-0147 502 0.06336923864884102 0
1 Q0 AP880318-0258 503 0.06332272646566822 0
1 Q0 AP880807-0038 504 0.06329921302958877 0
1 Q0 AP881105-0158 505 0.06323176442245954 0
1 Q0 AP881208-0181 506 0.06319958831753117 0
1 Q0 AP881109-0029 507 0.06317126122356943 0
1 Q0 AP880308-0116 508 0.06313399589667255 0
1 Q0 AP880801-0163 509 0.06312764363422105 0
1 Q0 AP880729-0097 510 0.06309710368125472 0
1 Q0 AP880526-0158 511 0.0630662287102188 0
1 Q0 AP881226-0068 512 0.06295004001577692 0
1 Q0 AP880813-0167 513 0.0629495226587817 0
1 Q0 AP880425-0034 514 0.06293702787039093 0
1 Q0 AP881018-0096 515 0.0628244993427844 0
1 Q0 AP880829-0169 516 0.06281058545362139 0
1 Q0 AP880407-0022 517 0.06279342702082866 0
